component	package	version	namespace	command	capability	ui_status	limitation	custom_changes	scope	cli_source	ui_source
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack project list	Identity: project list	yes	Реализовано основное действие/просмотр; видимость и доступ определяются policy и scope.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/projects/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack project set	Identity: project set	partial	Create/Edit форма покрывает предусмотренные поля; произвольные дополнительные свойства/все режимы CLI не представлены.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/projects/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack project show	Identity: project show	yes	Реализовано основное действие/просмотр; видимость и доступ определяются policy и scope.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/projects/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack region create	Каталог сервисов/endpoint/region: region create	no	System Information показывает пользовательский service catalog с endpoint; это не полный административный список всех объектов/полей. CRUD отсутствует.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/info/tables.py#L73
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack region delete	Каталог сервисов/endpoint/region: region delete	no	System Information показывает пользовательский service catalog с endpoint; это не полный административный список всех объектов/полей. CRUD отсутствует.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/info/tables.py#L73
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack region list	Каталог сервисов/endpoint/region: region list	partial	System Information показывает пользовательский service catalog с endpoint; это не полный административный список всех объектов/полей. CRUD отсутствует.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/info/tables.py#L73
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack region set	Каталог сервисов/endpoint/region: region set	no	System Information показывает пользовательский service catalog с endpoint; это не полный административный список всех объектов/полей. CRUD отсутствует.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/info/tables.py#L73
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack region show	Каталог сервисов/endpoint/region: region show	partial	System Information показывает пользовательский service catalog с endpoint; это не полный административный список всех объектов/полей. CRUD отсутствует.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/info/tables.py#L73
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack registered limit create	Управление: Keystone registered limits	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack registered limit delete	Управление: Keystone registered limits	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack registered limit list	Управление: Keystone registered limits	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack registered limit set	Управление: Keystone registered limits	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack registered limit show	Управление: Keystone registered limits	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack request token authorize	Токены Keystone/OAuth1: request token authorize	no	Login/logout используют токены внутри; нет эквивалентного инструмента выдачи/отзыва произвольного токена или OAuth1 request/access-token.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack request token create	Токены Keystone/OAuth1: request token create	no	Login/logout используют токены внутри; нет эквивалентного инструмента выдачи/отзыва произвольного токена или OAuth1 request/access-token.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack role add	Identity: role add	partial	Назначение/снятие ролей через membership проектов/доменов; CLI дополнительно выражает system/inherited и другие scope.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/roles/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack role assignment list	Просмотр назначения ролей	partial	Есть роли пользователя и membership проектов/доменов; нет одного полного UI эквивалента всех system/inherited/effective/filter режимов CLI.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/users/role_assignments/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack role create	Identity: role create	partial	Create/Edit форма покрывает предусмотренные поля; произвольные дополнительные свойства/все режимы CLI не представлены.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/roles/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack role delete	Identity: role delete	yes	Реализовано основное действие/просмотр; видимость и доступ определяются policy и scope.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/roles/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack role list	Identity: role list	yes	Реализовано основное действие/просмотр; видимость и доступ определяются policy и scope.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/roles/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack role remove	Identity: role remove	partial	Назначение/снятие ролей через membership проектов/доменов; CLI дополнительно выражает system/inherited и другие scope.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/roles/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack role set	Identity: role set	partial	Create/Edit форма покрывает предусмотренные поля; произвольные дополнительные свойства/все режимы CLI не представлены.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/roles/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack role show	Identity: role show	partial	Данные доступны в таблице/Edit или membership; нет полноценной отдельной страницы всех полей show.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/roles/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack service create	Каталог сервисов/endpoint/region: service create	no	System Information показывает пользовательский service catalog с endpoint; это не полный административный список всех объектов/полей. CRUD отсутствует.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/info/tables.py#L73
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack service delete	Каталог сервисов/endpoint/region: service delete	no	System Information показывает пользовательский service catalog с endpoint; это не полный административный список всех объектов/полей. CRUD отсутствует.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/info/tables.py#L73
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack service list	Каталог сервисов/endpoint/region: service list	partial	System Information показывает пользовательский service catalog с endpoint; это не полный административный список всех объектов/полей. CRUD отсутствует.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/info/tables.py#L73
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack service provider create	Управление: federation service providers	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack service provider delete	Управление: federation service providers	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack service provider list	Управление: federation service providers	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack service provider set	Управление: federation service providers	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack service provider show	Управление: federation service providers	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack service set	Каталог сервисов/endpoint/region: service set	no	System Information показывает пользовательский service catalog с endpoint; это не полный административный список всех объектов/полей. CRUD отсутствует.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/info/tables.py#L73
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack service show	Каталог сервисов/endpoint/region: service show	partial	System Information показывает пользовательский service catalog с endpoint; это не полный административный список всех объектов/полей. CRUD отсутствует.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/admin/info/tables.py#L73
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack token issue	Токены Keystone/OAuth1: token issue	no	Login/logout используют токены внутри; нет эквивалентного инструмента выдачи/отзыва произвольного токена или OAuth1 request/access-token.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack token revoke	Токены Keystone/OAuth1: token revoke	no	Login/logout используют токены внутри; нет эквивалентного инструмента выдачи/отзыва произвольного токена или OAuth1 request/access-token.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack trust create	Управление: делегирование Keystone trusts	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack trust delete	Управление: делегирование Keystone trusts	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack trust list	Управление: делегирование Keystone trusts	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack trust show	Управление: делегирование Keystone trusts	no	Нет самостоятельной панели или пользовательского действия этой группы.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/enabled/_3000_identity.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack user create	Identity: user create	partial	Create/Edit форма покрывает предусмотренные поля; произвольные дополнительные свойства/все режимы CLI не представлены.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/users/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack user delete	Identity: user delete	yes	Реализовано основное действие/просмотр; видимость и доступ определяются policy и scope.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/users/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack user list	Identity: user list	yes	Реализовано основное действие/просмотр; видимость и доступ определяются policy и scope.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/users/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack user password set	Identity: user password set	partial	Create/Edit форма покрывает предусмотренные поля; произвольные дополнительные свойства/все режимы CLI не представлены.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/users/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack user set	Identity: user set	partial	Create/Edit форма покрывает предусмотренные поля; произвольные дополнительные свойства/все режимы CLI не представлены.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/users/tables.py#L1
keystone	python-openstackclient	7.4.0	openstack.identity.v3	openstack user show	Identity: user show	yes	Реализовано основное действие/просмотр; видимость и доступ определяются policy и scope.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/identity/users/tables.py#L1
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack container create	Swift: container create	partial	Создание/Upload есть; CLI допускает несколько имён контейнеров или файлов за вызов и файловые режимы. Metadata этими create-командами не задаются.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/containers.controller.js#L85
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack container delete	Swift: container delete	partial	UI удаляет пустой контейнер; CLI дополнительно поддерживает --recursive. В UI сначала нужно удалить объекты.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/containers.controller.js#L85
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack container list	Swift: container list	yes	Основной lifecycle/просмотр представлен в Containers; UI также имеет собственное Copy Object действие.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/containers.controller.js#L85
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack container save	Swift: container save	no	Нет штатной команды/кнопки выгрузки целого контейнера в локальный каталог; Download работает для объекта.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/containers.controller.js#L85
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack container set	Swift: container set	no	CLI меняет/удаляет metadata properties. Edit Object меняет содержимое, а public/private контейнера меняет доступ; это другие действия.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/containers.controller.js#L85
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack container show	Swift: container show	partial	Есть список/сводные свойства контейнера; полный набор произвольных заголовков/metadata не выводится отдельной формой.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/containers.controller.js#L85
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack container unset	Swift: container unset	no	CLI меняет/удаляет metadata properties. Edit Object меняет содержимое, а public/private контейнера меняет доступ; это другие действия.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/containers.controller.js#L85
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack object create	Swift: object create	partial	Создание/Upload есть; CLI допускает несколько имён контейнеров или файлов за вызов и файловые режимы. Metadata этими create-командами не задаются.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/objects-row-actions.service.js#L54
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack object delete	Swift: object delete	yes	Основной lifecycle/просмотр представлен в Containers; UI также имеет собственное Copy Object действие.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/objects-row-actions.service.js#L54
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack object list	Swift: object list	yes	Основной lifecycle/просмотр представлен в Containers; UI также имеет собственное Copy Object действие.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/objects-row-actions.service.js#L54
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack object save	Swift: object save	yes	Основной lifecycle/просмотр представлен в Containers; UI также имеет собственное Copy Object действие.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/objects-row-actions.service.js#L54
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack object set	Swift: object set	no	CLI меняет/удаляет metadata properties. Edit Object меняет содержимое, а public/private контейнера меняет доступ; это другие действия.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/objects-row-actions.service.js#L54
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack object show	Swift: object show	yes	Основной lifecycle/просмотр представлен в Containers; UI также имеет собственное Copy Object действие.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/objects-row-actions.service.js#L54
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack object store account set	Чтение/изменение metadata Swift account	no	Нет самостоятельного account-management экрана.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/containers.controller.js#L85
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack object store account show	Чтение/изменение metadata Swift account	no	Нет самостоятельного account-management экрана.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/containers.controller.js#L85
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack object store account unset	Чтение/изменение metadata Swift account	no	Нет самостоятельного account-management экрана.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/containers.controller.js#L85
swift	python-openstackclient	7.4.0	openstack.object_store.v1	openstack object unset	Swift: object unset	no	CLI меняет/удаляет metadata properties. Edit Object меняет содержимое, а public/private контейнера меняет доступ; это другие действия.	—	Основной	https://github.com/openstack/python-openstackclient/blob/7.4.0/setup.cfg	https://github.com/openstack/horizon/blob/25.3.0/openstack_dashboard/dashboards/project/static/dashboard/project/containers/objects-row-actions.service.js#L54
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack orchestration build info	Просмотр: информация о сборке Heat	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L40	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack orchestration resource type list	Список: типы ресурсов Heat	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L45	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/resource_types/views.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack orchestration resource type show	Просмотр: типы ресурсов Heat	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L46	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/resource_types/views.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack orchestration service list	Список: сервисы Heat	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L41	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack orchestration template function list	Список: функции HOT	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L42	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/template_versions/views.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack orchestration template validate	Проверка: шаблон Heat	partial	Validation выполняется внутри Launch/Preview; не отдельный CLI-style validator всех режимов.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L43	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/forms.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack orchestration template version list	Список: версии HOT	yes	Основная операция/результат представлены; нужны сервис, права и допустимое состояние.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L44	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/template_versions/views.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack software config create	Создание: конфигурация ПО	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L47	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack software config delete	Удаление: конфигурация ПО	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L48	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack software config list	Список: конфигурация ПО	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L49	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack software config show	Просмотр: конфигурация ПО	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L50	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack software deployment create	Создание: развёртывание ПО	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L51	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack software deployment delete	Удаление: развёртывание ПО	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L52	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
heat	python-heatclient	4.1.0	openstack.orchestration.v1	openstack software deployment list	Список: развёртывание ПО	no	Нет специализированного UI действия/панели; общие шаблоны и API helper не заменяют эту функцию.	—	Основной	https://opendev.org/openstack/python-heatclient/src/tag/4.1.0/setup.cfg#L53	https://github.com/openstack/heat-dashboard/blob/13.0.0/heat_dashboard/content/stacks/tables.py#L1
